"state","county","total_population_20","incarcerated_20","total_population_10","incarcerated_10","total_population_00","incarcerated_00","FIPS"
"MI","Oakland County","1274395","1012","1202362","1667","1194156","2035","26125"
"MI","Oceana County","26659","29","26570","49","26873","55","26127"
"MI","Ogemaw County","20770","69","21699","32","21645","47","26129"
"MI","Ontonagon County","5816","0","6780","6","7818","15","26131"
"MI","Osceola County","22891","48","23528","82","23197","91","26133"
"MI","Oscoda County","8219","0","8640","0","9418","0","26135"
"MI","Otsego County","25091","34","24164","33","23301","36","26137"
"MI","Ottawa County","296200","0","263801","329","238314","282","26139"
"MI","Presque Isle County","12982","20","13376","26","14411","17","26141"
"MI","Roscommon County","23459","37","24449","60","25469","80","26143"
"MI","Saginaw County","190124","1472","200169","1986","210039","1803","26145"
"MI","St. Clair County","160383","296","163040","418","164235","246","26147"
"MI","St. Joseph County","60939","40","61295","189","62422","223","26149"
"MI","Sanilac County","40611","109","43114","94","44547","90","26151"
"MI","Schoolcraft County","8047","20","8485","24","8903","228","26153"
"MI","Shiawassee County","68094","85","70648","138","71687","155","26155"
"MI","Tuscola County","53323","58","55729","227","58266","334","26157"
"MI","Van Buren County","75587","0","76258","148","76263","106","26159"
"MI","Washtenaw County","372258","3938","344791","1859","322895","3262","26161"
"MI","Wayne County","1793561","1149","1820584","3231","2061162","6874","26163"
"MI","Wexford County","33673","100","32735","83","30484","41","26165"
"ME","Androscoggin County","111139","137","107702","125","103793","120","23001"
"ME","Aroostook County","67105","88","71870","58","73938","72","23003"
"ME","Cumberland County","303069","748","281674","1099","265612","925","23005"
"ME","Franklin County","29456","22","30768","2","29467","22","23007"
"ME","Hancock County","55478","41","54418","54","51791","24","23009"
"ME","Kennebec County","123642","162","122151","216","117114","190","23011"
"ME","Knox County","40607","1015","39736","1025","39618","741","23013"
"ME","Lincoln County","35237","70","34457","159","33616","11","23015"
"ME","Oxford County","57777","0","57833","0","54755","40","23017"
"ME","Penobscot County","152199","569","153923","337","144919","343","23019"
"ME","Piscataquis County","16800","15","17535","24","17235","17","23021"
"ME","Sagadahoc County","36699","0","35293","2","35214","0","23023"
"ME","Somerset County","50477","214","52228","163","50888","60","23025"
"ME","Waldo County","39607","30","38786","13","36280","27","23027"
"ME","Washington County","31095","117","32856","195","33941","182","23029"
"ME","York County","211972","132","197131","207","186742","90","23031"
"IN","Adams County","35809","107","34387","93","33625","46","18001"
"IN","Allen County","385410","731","355329","922","331849","712","18003"
"IN","Bartholomew County","82208","206","76794","174","71435","149","18005"
"IN","Benton County","8719","27","8854","21","9421","47","18007"
"IN","Blackford County","12112","44","12766","92","14048","66","18009"
"IN","Boone County","70812","151","56640","137","46107","59","18011"
"IN","Brown County","15475","37","15242","0","14957","35","18013"
"IN","Carroll County","20306","0","20155","39","20165","18","18015"
"IN","Cass County","37870","184","38966","177","40930","82","18017"
"IN","Clark County","121093","221","110232","575","96472","333","18019"
"IN","Clay County","26466","156","26890","91","26556","36","18021"
"IN","Clinton County","33190","116","33224","180","33866","142","18023"
"IN","Crawford County","10526","0","10713","0","10743","14","18025"
"IN","Daviess County","33381","110","31648","191","29820","41","18027"
"IN","Dearborn County","50679","190","50047","248","46109","137","18029"
"IN","Decatur County","26472","100","25740","58","24555","38","18031"
"IN","DeKalb County","43265","75","42223","76","40285","62","18033"
"IN","Delaware County","111903","231","117671","297","118769","169","18035"
"IN","Dubois County","43637","117","41889","160","39674","61","18037"
"IN","Elkhart County","207047","77","197559","1298","182791","470","18039"
"IN","Fayette County","23398","28","24277","0","25588","113","18041"
"IN","Floyd County","80484","235","74578","287","70823","97","18043"
"IN","Fountain County","16479","0","17240","21","17954","35","18045"
"IN","Franklin County","22785","0","23087","0","22151","56","18047"
"IN","Fulton County","20480","54","20836","71","20511","30","18049"
"IN","Gibson County","33011","68","33503","178","32500","98","18051"
"IN","Grant County","66674","284","70061","267","73403","226","18053"
"IN","Greene County","30803","135","33165","107","33157","79","18055"
"IN","Hamilton County","347467","289","274569","311","182740","337","18057"
"IN","Hancock County","79840","223","70002","168","55391","106","18059"
"IN","Harrison County","39654","91","39364","158","34325","94","18061"
"IN","Hendricks County","174788","2507","145448","2444","104093","2419","18063"
"IN","Henry County","48914","3198","49462","2552","48508","138","18065"
"IN","Howard County","83658","354","82752","343","84964","194","18067"
"IN","Huntington County","36662","121","37124","122","38075","89","18069"
"IN","Jackson County","46428","217","42376","166","41335","39","18071"
"IN","Jasper County","32918","84","33478","95","30043","59","18073"
"IN","Jay County","20478","69","21253","45","21806","38","18075"
"IN","Jefferson County","33147","927","32428","671","31705","227","18077"
"IN","Jennings County","27613","134","28525","130","27554","49","18079"
"IN","Johnson County","161765","640","139654","559","115209","394","18081"
"IN","Knox County","36282","258","38440","295","39256","58","18083"
"IN","Kosciusko County","80240","54","77358","258","74057","200","18085"
"IN","LaGrange County","40446","0","37128","0","34909","0","18087"
"IN","Lake County","498700","800","496005","1422","484564","788","18089"
"IN","LaPorte County","112417","5483","111467","5790","110106","5524","18091"
"IN","Lawrence County","45011","134","46134","157","45922","142","18093"
"IN","Madison County","130129","3702","131636","3711","133358","2845","18095"
"IN","Marion County","977203","1629","903393","3216","860454","4361","18097"
"IN","Marshall County","46095","177","47051","99","45128","46","18099"
"IN","Martin County","9812","66","10334","0","10369","48","18101"
"IN","Miami County","35962","3155","36903","3208","36082","1231","18103"
"IN","Monroe County","139718","192","137974","243","120563","185","18105"
"IN","Montgomery County","37936","0","38124","185","37629","77","18107"
"IN","Morgan County","71780","261","68894","227","66689","174","18109"
"IN","Newton County","13830","38","14244","40","14566","50","18111"
"IN","Noble County","47457","227","47536","325","46275","266","18113"
"IN","Ohio County","5940","0","6128","0","5623","0","18115"
"IN","Orange County","19867","79","19840","79","19306","79","18117"
"IN","Owen County","21321","63","21575","62","21786","52","18119"
"IN","Parke County","16156","998","17339","1459","17241","794","18121"
"IN","Perry County","19170","1412","19338","1351","18899","929","18123"
"IN","Pike County","12250","30","12845","73","12837","35","18125"
"IN","Porter County","173215","258","164343","508","146798","180","18127"
"IN","Posey County","25222","92","25910","54","27061","57","18129"
"IN","Pulaski County","12514","8","13402","117","13755","188","18131"
"IN","Putnam County","36726","2098","37963","2794","36019","2097","18133"
"IN","Randolph County","24502","45","26171","100","27401","72","18135"
"IN","Ripley County","28995","120","28818","82","26523","17","18137"
"IN","Rush County","16752","9","17392","43","18261","38","18139"
"IN","St. Joseph County","272912","645","266931","694","265559","421","18141"
"IN","Scott County","24384","119","24181","99","22960","65","18143"
"IN","Shelby County","45055","159","44436","214","43445","146","18145"
"IN","Spencer County","19810","47","20952","60","20391","56","18147"
"IN","Starke County","23371","0","23363","0","23556","58","18149"
"IN","Steuben County","34435","66","34185","114","33214","115","18151"
"IN","Sullivan County","20817","2064","21475","2156","21751","2077","18153"
"IN","Switzerland County","9737","54","10613","42","9065","0","18155"
"IN","Tippecanoe County","186251","471","172780","625","148955","362","18157"
"IN","Tipton County","15359","24","15936","35","16577","29","18159"
"IN","Union County","7087","5","7516","18","7349","13","18161"
"IN","Vanderburgh County","180136","561","179703","691","171922","484","18163"
"IN","Vermillion County","15439","37","16212","0","16788","37","18165"
"IN","Vigo County","106153","2916","107848","3569","105848","1935","18167"
"IN","Wabash County","30976","93","32888","109","34960","84","18169"
"IN","Warren County","8440","27","8508","26","8419","22","18171"
"IN","Warrick County","63898","78","59689","64","52383","104","18173"
"IN","Washington County","28182","139","28262","77","27223","46","18175"
"IN","Wayne County","66553","270","68917","299","71097","176","18177"
"IN","Wells County","28180","71","27636","104","27600","84","18179"
"IN","White County","24688","31","24643","106","25267","68","18181"
"IN","Whitley County","34191","159","33292","170","30707","127","18183"
"NC","Alamance County","171415","397","151131","65","130800","75","37001"
"NC","Alexander County","36444","1274","37198","987","33603","14","37003"
"NC","Alleghany County","10888","39","11155","15","10677","26","37005"
"NC","Anson County","22055","1394","26948","2261","25275","1168","37007"
"NC","Ashe County","26577","127","27281","41","24384","6","37009"
"NC","Avery County","17806","1810","17797","1772","17167","1242","37011"
"NC","Beaufort County","44652","0","47759","89","44958","33","37013"
"NC","Bertie County","17934","1367","21282","1085","19773","68","37015"
"NC","Bladen County","29606","112","35190","227","32278","169","37017"
"NC","Brunswick County","136693","241","107431","254","73143","85","37019"
"NC","Buncombe County","269452","1390","238318","1185","206330","1161","37021"
"NC","Burke County","87570","1145","90912","1735","89148","1485","37023"
"NC","Cabarrus County","225804","555","178011","540","131063","329","37025"
"NC","Caldwell County","80652","413","83029","431","77415","382","37027"
"NC","Camden County","10355","0","9980","0","6885","0","37029"
"NC","Carteret County","67686","424","66469","402","59383","314","37031"
"NC","Caswell County","22736","1232","23719","1127","23501","999","37033"
"NC","Catawba County","160610","443","154358","406","141685","319","37035"
"NC","Chatham County","76285","66","63505","47","49329","0","37037"
"NC","Cherokee County","28774","117","27444","108","24298","17","37039"
"NC","Chowan County","13708","22","14793","23","14526","19","37041"
"NC","Clay County","11089","0","10587","0","8775","4","37043"
"NC","Cleveland County","99519","255","98078","191","96287","219","37045"
"NC","Columbus County","50623","2187","58098","2358","54749","771","37047"
"NC","Craven County","100720","818","103505","953","91436","657","37049"
"NC","Cumberland County","334728","535","319431","543","302963","388","37051"
"NC","Currituck County","28100","23","23547","38","18190","72","37053"
"NC","Dare County","36915","55","33920","56","29967","44","37055"
"NC","Davidson County","168930","647","162878","597","147246","524","37057"
"NC","Davie County","42712","53","41240","42","34835","24","37059"
"NC","Duplin County","48715","0","58505","322","49063","324","37061"
"NC","Durham County","324833","2758","267587","753","223314","675","37063"
"NC","Edgecombe County","48900","124","56552","832","55606","619","37065"
"NC","Forsyth County","382590","913","350670","1020","306067","1102","37067"
"NC","Franklin County","68573","764","60619","628","47260","480","37069"
"NC","Gaston County","227943","686","206086","693","190365","479","37071"
